Codice,Varieta,Codice del clone,Nome del clone,Data di approvazione,Costitutore,Sinonimi,Annotazioni,Gazzetta ufficiale,Data G.U.
153,MOSCATO BIANCO B.,001,I - RAUSCEDO 2,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
153,MOSCATO BIANCO B.,002,I - FEDIT 6 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
153,MOSCATO BIANCO B.,003,I - CN 4,1980-10-01,12,,,G.U. 300,1980-10-31
153,MOSCATO BIANCO B.,004,I - MB 25 Bis,1990-03-06,19/20/22,,,G.U. 199,1990-08-27
153,MOSCATO BIANCO B.,005,I - CVT CN 16,1990-01-19,12,,,G.U. 199,1990-08-27
153,MOSCATO BIANCO B.,006,I - CVT AT 57,1990-01-19,12,,,G.U. 199,1990-08-27
153,MOSCATO BIANCO B.,007,I - AL - MOS - 30,1988-12-22,24,,,G.U. 199,1990-08-27
153,MOSCATO BIANCO B.,008,I - VCR 3,1995-03-03,2,,,G.U. 72,1995-03-27
153,MOSCATO BIANCO B.,009,I - ISV 5,1999-03-01,1,,,G.U. 86,1999-04-14
153,MOSCATO BIANCO B.,010,I - CVT 190,2006-02-02,12,,,G.U. 61,2006-03-14
153,MOSCATO BIANCO B.,011,I - MartiniRossi CVT G3,2006-02-02,12,,,G.U. 61,2006-03-14
153,MOSCATO BIANCO B.,012,I - MartiniRossi CVT G9,2006-02-02,12,,,G.U. 61,2006-03-14
153,MOSCATO BIANCO B.,013,I - VCR 221,2009-01-12,2,,,G.U. 93,2009-04-22
153,MOSCATO BIANCO B.,014,I - UBA-RA MO 16,2009-03-27,47/11/73/74,,,G.U. 146,2009-06-26
153,MOSCATO BIANCO B.,015,I - CRAVIT-ERSA FVG 135,2009-03-27,23/1,,,G.U. 146,2009-06-26
153,MOSCATO BIANCO B.,016,I - VCR 315,2010-05-28,2,,,G. U. 189,2010-08-14
153,MOSCATO BIANCO B.,017,I - Regione Sicilia 247,2011-04-22,84,,,G. U. 170,2011-07-23
153,MOSCATO BIANCO B.,018,I - MM - CDO - 5,2012-03-23,50/87/9/15/37,,,G. U. 137,2012-06-14
153,MOSCATO BIANCO B.,019,I - MM - CDO - 13,2012-03-23,50/87/9/15/37,,,G. U. 137,2012-06-14
153,MOSCATO BIANCO B.,020,I - Martini Rossi CVT 17,2016-06-08,12/76,,,G.U. 155,2016-07-05
153,MOSCATO BIANCO B.,021,I - Martini Rossi CVT 34,2016-06-08,12/76,,,G.U. 155,2016-07-05
153,MOSCATO BIANCO B.,022,I - Martini Rossi CVT 61,2016-06-08,12/76,,,G.U. 155,2016-07-05
153,MOSCATO BIANCO B.,023,I - Martini Rossi CVT 70,2016-06-08,12/76,,,G.U. 155,2016-07-05
153,MOSCATO BIANCO B.,024,I - CRSFA - Regione Puglia F52,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
154,MOSCATO GIALLO B.,,,1970-05-25,,"MOSCATO*, MOSCATELLO*, MOSCATELLONE*, GOLDMUSKATELLER**, MUSCAT***, MUSKATELLER***","* Ai soli fini della designazione ** Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano *** Ai soli fini della designazione, per l'esportazione o la spedizione verso altri Stati membri.",G.U. 149,1970-06-17
154,MOSCATO GIALLO B.,001,I - RAUSCEDO 1,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
154,MOSCATO GIALLO B.,002,I - VCR 5,1995-03-03,2,,,G.U. 72,1995-03-27
154,MOSCATO GIALLO B.,003,I - VCR 102,1997-09-01,2,,,G.U. 254,1997-10-30
154,MOSCATO GIALLO B.,004,I - ISV - V 5,1999-03-01,1,,,G.U. 86,1999-04-14
154,MOSCATO GIALLO B.,005,I - ISV - V 13,1999-03-01,1,,,G.U. 86,1999-04-14
154,MOSCATO GIALLO B.,006,I - VCR 100,2002-11-27,2,,,G.U. 19,2003-01-24
154,MOSCATO GIALLO B.,007,I - CRSA - Regione Puglia F 38,2010-05-28,66/71/11/80,,,G. U. 189,2010-08-14
155,MOSCATO NERO DI ACQUI N.,,,1971-03-22,,,,G.U.98,1971-04-24
156,MOSCATO ROSA Rs.,,,1971-03-22,,"MOSCATO DELLE ROSE, ROSENMUSKATELLER*",* Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano,G.U.98,1971-04-24
157,MOSTOSA B.,,,1971-03-22,,,,G.U.98,1971-04-24
158,MULLER THURGAU B.,,,1970-05-25,,WEISSER RIESLING X MADELEINE ROYALE,* Ai soli fini della designazione dei vini,G.U. 149,1970-06-17
158,MULLER THURGAU B.,001,I - VCR 1,1995-03-03,2,,,G.U. 72,1995-03-27
158,MULLER THURGAU B.,002,I - VCR 564,2009-03-27,2,,,G.U. 146,2009-06-26
158,MULLER THURGAU B.,003,I - VCR 565,2009-03-27,2,,,G.U. 146,2009-06-26
158,MULLER THURGAU B.,004,I - VCR 167,2010-05-28,2,,,G. U. 189,2010-08-14
158,MULLER THURGAU B.,005,I - ISMA 8007,2019-05-23,6,,,G.U. 132,2019-06-07
158,MULLER THURGAU B.,006,I - ISMA 8008,2019-05-23,6,,,G.U. 132,2019-06-07
158,MULLER THURGAU B.,007,I - ISMA 8017,2019-05-23,6,,,G.U. 132,2019-06-07
158,MULLER THURGAU B.,008,I - ISMA 8019,2019-05-23,6,,,G.U. 132,2019-06-07
158,MULLER THURGAU B.,009,I - ISMA 8028,2019-05-23,6,,,G.U. 132,2019-06-07
158,MULLER THURGAU B.,010,I - ISMA 8034,2019-05-23,6,,,G.U. 132,2019-06-07
158,MULLER THURGAU B.,011,I - ISMA 8036,2019-05-23,6,,,G.U. 132,2019-06-07
159,NASCO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
160,NEBBIOLO N.,,,1970-05-25,,"SPANNA, CHIAVENNASCA, PRUNENT*","* Ai soli fini della designazione dei vini per la D.O.C. Valli Ossolane, provenienti da uve raccolte nella provincia di Verbano Cusio Ossola",G.U. 149,1970-06-17
160,NEBBIOLO N.,001,I - RAUSCEDO 3 (Michet),1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
160,NEBBIOLO N.,002,I - RAUSCEDO 6 (Chiavennasca),1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
160,NEBBIOLO N.,003,I - RAUSCEDO 1 (Lampia),1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
160,NEBBIOLO N.,004,I - CN 36,1980-10-01,12,,,G.U. 300,1980-10-31
160,NEBBIOLO N.,005,I - CN 111,1980-10-01,12,,,G.U. 300,1980-10-31
160,NEBBIOLO N.,006,I - CVT CN 142,1990-01-23,12,,,G.U. 196,1990-08-23
160,NEBBIOLO N.,007,I - CVT CN 230,1990-01-23,12,,,G.U. 196,1990-08-23
160,NEBBIOLO N.,010,I - CVT 63 (Michet),2001-11-06,12,,,G.U. 297,2001-12-22
160,NEBBIOLO N.,011,I - CVT 66 (Michet),2001-11-06,12,,,G.U. 297,2001-12-22
160,NEBBIOLO N.,012,I - CVT 71 (Michet),2001-11-06,12,,,G.U. 297,2001-12-22
160,NEBBIOLO N.,013,I - CVT 308 (Picotener),2001-11-06,12,,,G.U. 297,2001-12-22
160,NEBBIOLO N.,014,I - CVT 415 (Picotener),2001-11-06,12,,,G.U. 297,2001-12-22
160,NEBBIOLO N.,015,I - CVT 423 (Picotener),2001-11-06,12,,,G.U. 297,2001-12-22
160,NEBBIOLO N.,016,I - 12 (Chiavennasca),2002-11-27,45/41,,,G.U. 19,2003-01-24
160,NEBBIOLO N.,017,I - 21 (Chiavennasca),2002-11-27,45/41,,,G.U. 19,2003-01-24
160,NEBBIOLO N.,018,I - 34 (Chiavennasca),2002-11-27,45/41,,,G.U. 19,2003-01-24
160,NEBBIOLO N.,019,I - CVT 141,2004-05-07,12,,,G.U. 242,2004-10-14
160,NEBBIOLO N.,020,I - CVT 180,2004-05-07,12,,,G.U. 242,2004-10-14
160,NEBBIOLO N.,021,I - CVT 185,2004-05-07,12,,,G.U. 242,2004-10-14
160,NEBBIOLO N.,022,I - CVT 4,2005-06-09,12,,,G.U. 210,2005-09-09
160,NEBBIOLO N.,023,I - VCR 430,2007-09-19,2,,,G.U. 253,2007-10-30
160,NEBBIOLO N.,024,I - UNIMI-VITIS NEB VV1,2009-01-12,33/58,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,025,I - UNIMI-VITIS NEB VV10,2009-01-12,33/58,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,026,I - UNIMI-VITIS NEB VV11,2009-01-12,33/58,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,027,I - VCR 270 (Chiavennasca),2009-01-12,2,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,028,I - VCR 275 (Chiavennasca),2009-01-12,2,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,029,I - VCR 130,2009-01-12,2,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,030,I - VCR 135,2009-01-12,2,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,031,I - VCR 139,2009-01-12,2,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,032,I - VCR 172,2009-01-12,2,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,033,I - VCR 178,2009-01-12,2,,,G.U. 93,2009-04-22
160,NEBBIOLO N.,034,I - VCR 278,2011-04-22,2,,,G. U. 170,2011-07-23
160,NEBBIOLO N.,035,I - VCR 284,2011-04-22,2,,,G. U. 170,2011-07-23
160,NEBBIOLO N.,036,I - VCR 372,2011-04-22,2,,,G. U. 170,2011-07-23
160,NEBBIOLO N.,037,I - VCR 373,2011-04-22,2,,,G. U. 170,2011-07-23
160,NEBBIOLO N.,038,I - CVT C2,2012-03-23,12/76,,,G. U. 137,2012-06-14
160,NEBBIOLO N.,039,I - VCR 169,2013-07-10,2,,,G. U. 186,2013-08-09
160,NEBBIOLO N.,040,I - VCR 186,2013-07-10,2,,,G. U. 186,2013-08-09
160,NEBBIOLO N.,041,I - CVT E6,2014-05-15,12/76,,,G.U. 127,2014-06-04
160,NEBBIOLO N.,042,I - CVT F6,2014-05-15,12/76,,,G.U. 127,2014-06-04
160,NEBBIOLO N.,043,I - CVT G9,2015-05-15,12/76,,,G.U. 127,2014-06-04
160,NEBBIOLO N.,044,I - CVT B 10,2015-12-30,12/76,,,G.U. 16,2016-01-21
160,NEBBIOLO N.,045,I - CVT C 15,2015-12-30,12/76,,,G.U. 16,2016-01-21
160,NEBBIOLO N.,046,I - CVT F5,2015-12-30,12/76,,,G.U. 16,2016-01-21
161,NEGRARA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
162,NEGRETTO N.,,,1970-05-25,,,,G.U. 149,1970-06-17
163,NEGRO AMARO N.,,,1970-05-25,,"NEGROAMARO, NERO AMARO",,G.U. 149,1970-06-17
163,NEGRO AMARO N.,001,I - VCR 10,1995-03-03,2,,,G.U. 72,1995-03-27
163,NEGRO AMARO N.,002,I - ISV sn-CLe 56,2004-05-07,1/52,,,G.U. 242,2004-10-14
163,NEGRO AMARO N.,003,I - ISV sn-CLe 64,2004-05-07,1/52,,,G.U. 242,2004-10-14
163,NEGRO AMARO N.,004,I - ISV sn-CLe 71,2004-05-07,1/52,,,G.U. 242,2004-10-14
163,NEGRO AMARO N.,005,I - UNIMI - VITIS - NEG VV 606,2006-02-02,33/58,,,G.U. 61,2006-03-14
163,NEGRO AMARO N.,006,I - UNIMI - VITIS - NEG VV 688,2006-02-02,33/58,,,G.U. 61,2006-03-14
163,NEGRO AMARO N.,007,I - VCR 123,2007-01-09,2,,,G.U. 38,2007-02-15
163,NEGRO AMARO N.,008,I - ISV sn-CLe 87,2009-01-12,1/52,,,G.U. 93,2009-04-22
163,NEGRO AMARO N.,009,I - CRSA - Regione Puglia D 18,2010-05-28,66/71/11/80,,,G. U. 189,2010-08-14
163,NEGRO AMARO N.,010,I - CRSA - Regione Puglia D 23,2010-05-28,66/71/11/80,,,G. U. 189,2010-08-14
163,NEGRO AMARO N.,011,I - VCR 449,2013-07-10,2,,,G. U. 186,2013-08-09
163,NEGRO AMARO N.,012,I - VCR 468,2013-07-10,2,,,G. U. 186,2013-08-09
163,NEGRO AMARO N.,013,I - VCR 469,2013-07-10,2,,,G. U. 186,2013-08-09
163,NEGRO AMARO N.,014,I - CRSFA - Regione Puglia D15,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
164,NERELLO CAPPUCCIO N.,,,1970-05-25,,"NERELLO MANTELLATO, (037) BOVALE GRANDE N., (054) CARIGNANO N.",,G.U. 149,1970-06-17
164,NERELLO CAPPUCCIO N.,001,I - Regione Sicilia 13,2011-04-22,84,,,G. U. 170,2011-07-23
165,NERELLO MASCALESE N.,,,1970-05-25,,,,G.U. 149,1970-06-17
165,NERELLO MASCALESE N.,001,I - NF 8,1987-12-10,19/20,,,G.U. 18,1988-01-23
165,NERELLO MASCALESE N.,002,I - NF 5,1990-03-06,19/20/22,,,G.U. 199,1990-08-27
165,NERELLO MASCALESE N.,003,I - Regione Sicilia 121,2011-04-22,84,,,G. U. 170,2011-07-23
166,NERETTA CUNEESE N.,,,1970-05-25,,,,G.U. 149,1970-06-17
167,NERETTO DI BAIRO N.,,,1970-05-25,,,,G.U. 149,1970-06-17
168,NERO BUONO N.,,,1971-02-22,,,,G.U. 71,1971-03-22
169,NEYRET N.,,,1970-05-25,,,,G.U. 149,1970-06-17
170,NIEDDERA N.,,,1971-03-22,,,,G.U. 98,1971-04-24
171,NIEDDU MANNU N.,,,1971-02-22,,,,G.U. 71,1971-03-22
172,NOCERA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
172,NOCERA N.,001,I - NV 1,2000-12-06,19/20,,,G.U. 170,2001-07-24
172,NOCERA N.,002,I - VFP 121,2014-05-15,4,,,G.U. 127,2014-06-04
173,NOSIOLA B.,,,1970-05-25,,,,G.U. 149,1970-06-17
173,NOSIOLA B.,001,I - SMA 74,1978-10-24,6,,,G.U. 323,1978-11-18
173,NOSIOLA B.,002,I - SMA 84,1978-10-24,6,,,G.U. 323,1978-11-18
173,NOSIOLA B.,003,I - SMA 86,1990-06-25,6,,,G.U. 199,1990-08-27
174,NOTARDOMENICO N.,,,1971-03-22,,SAN NICOLA,,G.U. 98,1971-04-24
174,NOTARDOMENICO N.,001,I - CRSFA - Regione Puglia D188,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
175,NURAGUS B.,,,1970-05-25,,,,G.U. 149,1970-06-17
175,NURAGUS B.,001,I - CFC 26,1993-07-15,14,,,G.U. 179,1993-08-02
176,OLIVELLA NERA N.,,,1971-02-22,,,,G.U. 71,1971-03-22
177,ORTRUGO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
177,ORTRUGO B.,001,I - PC ORT 80,1988-12-14,16,,,G.U. 199,1990-08-27
177,ORTRUGO B.,002,I - PC ORT 81,1988-12-14,16,,,G.U. 199,1990-08-27
177,ORTRUGO B.,003,I - VCR 245,2010-05-28,2,,,G. U. 189,2010-08-14
177,ORTRUGO B.,004,I - Ampelos 12,2015-12-30,59/60/78/96/97,,,G.U. 16,2016-01-21
178,OTTAVIANELLO N.,,,1970-05-25,,,,G.U. 149,1970-06-17
178,OTTAVIANELLO N.,001,I - CRSFA - Regione Puglia D92,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
179,PAMPANUTO B.,,,1971-03-22,,"PAMPANINO, (252) VERDECA B.",,G.U. 98,1971-04-24
179,PAMPANUTO B.,001,I - UBA 20/A,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
180,PASCALE N.,,,1970-05-25,,,,G.U. 149,1970-06-17
180,PASCALE N.,001,I - CAP VS 1,1991-09-23,25,,,G.U. 242,1991-10-15
180,PASCALE N.,002,I - CAP VS 15,1994-10-26,25,,,G.U. 273,1994-11-22
181,PASSERINA B.,,,1971-02-22,,,,G.U. 71,1971-03-22
181,PASSERINA B.,001,I - VCR 6,2001-11-06,2,,,G.U. 297,2001-12-22
181,PASSERINA B.,002,I - UBA - RA PA 18,2002-11-27,11/47,,,G.U. 19,2003-01-24
181,PASSERINA B.,003,I - TCG 2 ISV,2002-11-27,1,,,G.U. 19,2003-01-24
181,PASSERINA B.,004,I - VCR 450,2010-05-28,2,,,G. U. 189,2010-08-14
182,PAVANA N.,,,1970-05-25,,SACCOLA,,G.U. 149,1970-06-17
183,PECORELLO B.,,,1971-02-22,,,,G.U. 71,1971-03-22
183,PECORELLO B.,001,I - Librandi CVT 6,2014-05-15,12/95,,,G.U. 127,2014-06-04
184,PECORINO B.,,,1970-05-25,,VISSANELLO,,G.U. 149,1970-06-17
184,PECORINO B.,001,I - UBA - RA PE 19,2002-11-27,11/47,,,G.U. 19,2003-01-24
184,PECORINO B.,002,I - 1 ISV,2002-11-27,1,,,G.U. 19,2003-01-24
184,PECORINO B.,003,I - VCR 417,2013-07-10,2,,,G. U. 186,2013-08-09
184,PECORINO B.,004,I - VCR 485,2018-02-02,2,,,G.U. 39,2018-02-16
184,PECORINO B.,005,I - VCR 486,2018-02-02,2,,,G.U. 39,2018-02-16
185,PERRICONE N.,,,1970-05-25,,"PIGNATELLO, BALBINO",,G.U. 149,1970-06-17
185,PERRICONE N.,001,I - Perricone Regione Sicilia 7,2014-05-15,84/4,,,G.U. 127,2014-06-04
186,PETIT ROUGE N.,,,1970-05-25,,,,G.U. 149,1970-06-17
186,PETIT ROUGE N.,001,I - CVT AO 6,1999-03-01,12,,,G.U. 85,1999-04-13
186,PETIT ROUGE N.,002,I - CVT AO 16,1999-03-01,12,,,G.U. 85,1999-04-13
186,PETIT ROUGE N.,003,I - CVT AO 35,1999-03-01,12,,,G.U. 85,1999-04-13
186,PETIT ROUGE N.,004,I - CVT AO 38,1999-03-01,12,,,G.U. 85,1999-04-13
187,PICCOLA NERA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
188,PICOLIT B.,,,1970-05-25,,,,G.U. 149,1970-06-17
188,PICOLIT B.,001,I - ISV CONEGLIANO 1,1969-12-24,1,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
188,PICOLIT B.,002,I - ISV-F4,1990-08-31,1/23,,,G.U. 242,1991-10-15
188,PICOLIT B.,003,I - ISV-F6,1990-08-31,1/23,,,G.U. 242,1991-10-15
188,PICOLIT B.,004,I - CRAVIT - ERSA FVG 160,2010-05-28,23/1,,,G. U. 189,2010-08-14
188,PICOLIT B.,005,I - CRAVIT - ERSA FVG 161,2010-05-28,23/1,,,G. U. 189,2010-08-14
189,PIEDIROSSO N.,,,1970-05-25,,"PIEDE DI COLOMBO, PIEDE DI PALUMBO, PER' E PALUMMO, PALOMBINA",,G.U. 149,1970-06-17
189,PIEDIROSSO N.,001,I - VCR 296,2009-03-27,2,,,G.U. 146,2009-06-26
189,PIEDIROSSO N.,002,I - VCR 297,2009-03-27,2,,,G.U. 146,2009-06-26
189,PIEDIROSSO N.,003,I - VCR 299,2009-03-27,2,,,G.U. 146,2009-06-26
189,PIEDIROSSO N.,004,I - VCR 147,2010-05-28,2,,,G. U. 189,2010-08-14
190,PIGATO B.,,,1970-05-25,,"(80) FAVORITA B., (259) VERMENTINO B.",,G.U. 149,1970-06-17
190,PIGATO B.,001,I - CVT 55,2002-11-27,12,,,G.U. 19,2003-01-24
190,PIGATO B.,002,I - CVT 121,2002-11-27,12,,,G.U. 19,2003-01-24
190,PIGATO B.,003,I - VCR 367,2013-07-10,2,,,G. U. 186,2013-08-09
190,PIGATO B.,004,I - VCR 370,2013-07-10,2,,,G. U. 186,2013-08-09
191,PIGNOLA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
191,PIGNOLA N.,001,I - 18,2002-11-27,41/45,,,G.U. 19,2003-01-24
192,PINELLA B.,,,1970-05-25,,"PINELLA BIANCA, PINELLO",,G.U. 149,1970-06-17
192,PINELLA B.,001,I - FEDIT 7 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
193,PINOT BIANCO B.,,,1970-05-25,,WEI,* Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano ** Ai soli fini della designazione per l'esportazione o la spedizione verso altri Stati membri ***Ai soli fini della designazione dei vini spumanti,G.U. 149,1970-06-17
193,PINOT BIANCO B.,001,I - LB 16,1981-11-04,5,,,G.U. 334,1981-12-04
193,PINOT BIANCO B.,002,I - LB 18,1981-11-04,5,,,G.U. 334,1981-12-04
193,PINOT BIANCO B.,003,I - VCR 1,1995-03-03,2,,,G.U. 72,1995-03-27
193,PINOT BIANCO B.,004,I - VCR 5,1992-11-14,2,,,G.U. 289,1992-12-09
193,PINOT BIANCO B.,005,I - VCR 7,1992-11-14,2,,,G.U. 289,1992-12-09
193,PINOT BIANCO B.,006,I - VCR 9,2009-01-12,2,,,G.U. 93,2009-04-22
193,PINOT BIANCO B.,007,I - CRAVIT-ERSA FVG 140,2009-03-27,23/1,,,G.U. 146,2009-06-26
193,PINOT BIANCO B.,008,I - CRAVIT-ERSA FVG 141,2009-03-27,23/1,,,G.U. 146,2009-06-26
193,PINOT BIANCO B.,009,I - CRAVIT-ERSA FVG 142,2009-03-27,23/1,,,G.U. 146,2009-06-26
193,PINOT BIANCO B.,010,I - VCR 45,2014-10-20,2,,,G.U. 258,2014-06-11
194,PINOT GRIGIO G.,,,1970-05-25,,"RULANDER*, PINOT GRIS**, PINOT***, GRAUER BURGUNDER, GRAUBURGUNDER",* Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano ** Ai soli fini della designazione per l'esportazione o la spedizione verso altri Stati membri ***Ai soli fini della designazione dei vini spumanti,G.U. 149,1970-06-17
194,PINOT GRIGIO G.,001,I - RAUSCEDO 6,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
194,PINOT GRIGIO G.,003,I - FEDIT 13 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
194,PINOT GRIGIO G.,004,I - ISV-F1 TOPPANI,1990-08-31,1/23,,,G.U. 242,1991-10-15
194,PINOT GRIGIO G.,005,I - VCR 5,1995-03-03,2,,,G.U. 72,1995-03-27
194,PINOT GRIGIO G.,006,I - SMA 505,1992-10-30,6,,,G.U. 286,1992-12-04
194,PINOT GRIGIO G.,007,I - SMA 514,1992-10-30,6,,,G.U. 286,1992-12-04
194,PINOT GRIGIO G.,008,I - IAR 2,2005-06-09,53,,,G.U. 210,2005-09-09
194,PINOT GRIGIO G.,009,I - IAR 5,2005-06-09,53,,,G.U. 210,2005-09-09
194,PINOT GRIGIO G.,010,I - IAR 6,2005-06-09,53,,,G.U. 210,2005-09-09
194,PINOT GRIGIO G.,011,I - ERSA FVG 150,2007-01-09,23,,,G.U. 38,2007-02-15
194,PINOT GRIGIO G.,012,I - ERSA FVG 151,2007-01-09,23,,,G.U. 38,2007-02-15
194,PINOT GRIGIO G.,013,I - ISMA,2011-04-22,6/86,,,G. U. 170,2011-07-23
194,PINOT GRIGIO G.,014,I - CRAVIT ERSA FVG 152,2011-04-22,23/1,,,G. U. 170,2011-07-23
194,PINOT GRIGIO G.,015,I - Ampelos VCP 4,2012-03-23,68/60,,,G. U. 137,2012-06-14
194,PINOT GRIGIO G.,016,I - VCR 204,2015-12-30,2,,,G.U. 16,2016-01-21
194,PINOT GRIGIO G.,017,I - VCR 206,2015-12-30,2,,,G.U. 16,2016-01-21
194,PINOT GRIGIO G.,018,i - Enotria 343,2018-05-30,59,,,G.U. 133,2018-06-11
194,PINOT GRIGIO G.,019,I - Enotria 454,2018-05-30,59,,,G.U. 133,2018-06-11
194,PINOT GRIGIO G.,020,I - AMPELOS SiSo,2019-05-23,60/96,,,G.U. 132,2019-06-07
194,PINOT GRIGIO G.,021,I - VCR 273,2020-06-09,2,,,G.U. 152,2020-06-17
194,PINOT GRIGIO G.,022,I - VCR 280,2020-06-09,2,,,G.U. 152,2020-06-17
195,PINOT NERO N.,,,1970-05-25,,"BLAU BURGUNDER* ; SPATBURGUNDER*, BLAUER SPATBURGUNDER**, PINOT NOIR**, PINOT***",* Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano ** Ai soli fini della designazione per l'esportazione o la spedizione verso altri Stati membri ***Ai soli fini della designazione dei vini spumanti,G.U. 149,1970-06-17
195,PINOT NERO N.,001,I - RAUSCEDO 4,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
195,PINOT NERO N.,002,I - LB 4,1981-11-04,5,,,G.U. 334,1981-12-04
195,PINOT NERO N.,003,I - LB 9,1981-11-04,5,,,G.U. 334,1981-12-04
195,PINOT NERO N.,004,I - 5V-17,1990-08-31,7/33,,,G.U. 242,1991-10-15
195,PINOT NERO N.,005,I - SMA 185,1992-10-30,6,,,G.U. 286,1992-12-04
195,PINOT NERO N.,006,I - SMA 191,1992-10-30,6,,,G.U. 286,1992-12-04
195,PINOT NERO N.,007,I - SMA 201,1992-10-30,6,,,G.U. 286,1992-12-04
195,PINOT NERO N.,008,I - VCR 18,1995-03-03,2,,,G.U. 72,1995-03-27
195,PINOT NERO N.,009,I - MIRA - 95 - 3047,1996-10-09,7/29/33,,,G.U. 258,1996-11-04
195,PINOT NERO N.,010,I - MIRA - 95 - 3131,1996-10-09,7/29/33,,,G.U. 258,1996-11-04
195,PINOT NERO N.,011,I - MI - MIRA 98 - 3140,1999-05-25,7/29/33,,,G.U. 160,1999-07-10
195,PINOT NERO N.,012,I - VCR 20,2000-12-06,2,,,G.U. 170,2001-07-24
195,PINOT NERO N.,013,I - MIRA - 01 - 3004,2001-11-06,7/23/29/33/41,,,G.U. 297,2001-12-22
195,PINOT NERO N.,014,I - ISV 15,2003-07-09,1,,,G.U. 241,2003-10-16
195,PINOT NERO N.,015,I - VCR 9,2003-07-09,2,,,G.U. 241,2003-10-16
195,PINOT NERO N.,016,I - IAR 1B,2005-06-09,53,,,G.U. 210,2005-09-09
195,PINOT NERO N.,017,"I - 2007 ISV-C VI VA 2 ""Canaja""",2009-01-12,1/21,,,G.U. 93,2009-04-22
195,PINOT NERO N.,018,I - VCR 453,2013-07-10,2,,,G. U. 186,2013-08-09
195,PINOT NERO N.,019,I - Enotria 898,2018-05-30,59,,,G.U.133,2018-06-11
196,PLASSA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
197,POLLERA NERA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
198,PORTOGHESE N.,,,1971-03-22,,"BLAUER PORTUGIESER*, PORTUGIESER*",* Ai soli fini della designazione dei vini provenienti da uve raccolte nella provincia di Bolzano,G.U. 98,1971-04-24
199,PRIMITIVO N.,,,1970-05-25,,ZINFANDEL,,G.U. 149,1970-06-17
199,PRIMITIVO N.,001,I - UBA 55/A,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
199,PRIMITIVO N.,002,I - UBA 47/B,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
199,PRIMITIVO N.,003,I - UBA 46/H,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
199,PRIMITIVO N.,004,I - UBA 47/A,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
199,PRIMITIVO N.,005,I - UNIMI-VITIS-PRI VV 501,2006-02-02,33/58,,,G.U. 61,2006-03-14
199,PRIMITIVO N.,006,I - Ampelos VCP-VL 1,2008-06-23,60/68/69,,,G.U. 194,2008-08-20
199,PRIMITIVO N.,007,I - VCR 367,2009-03-27,2,,,G.U. 146,2009-06-26
199,PRIMITIVO N.,008,I - VCR 368,2009-03-27,2,,,G.U. 146,2009-06-26
199,PRIMITIVO N.,009,I - VCR 369,2009-03-27,2,,,G.U. 146,2009-06-26
